Company,Quarter,Sales,Total_Assets,Total_Liabilities,Short_Term_Debt,Long_Term_Debt,EBIT,Interest_Expense,Operating_Cash_Flow,Market_Cap,Retained_Earnings,Current_Assets,Current_Liabilities,RBI_Repo_Rate
Power Grid,2015-03-31,4669.99,161885.5,162994.55,29070.7,67831.64,3974.28,1014.56,4206.71,77539.45,33434.5,15908.76,26642.14,7.75
Power Grid,2015-06-30,4630.61,163141.21,160897.7,32115.69,74936.61,4077.23,1296.55,3365.11,97197.69,35339.88,15871.55,23714.44,6.75
Power Grid,2015-09-30,5204.63,171132.38,172223.68,32771.15,76466.03,4582.66,1286.44,3782.26,91274.83,37035.78,16988.78,25901.82,6.75
Power Grid,2015-12-31,5540.23,174454.18,174228.66,32521.4,75883.27,4878.15,1260.79,4026.14,91874.64,37720.72,17186.56,26003.67,6.75
Power Grid,2016-03-31,5392.26,178094.72,176885.7,32342.44,75465.69,4747.87,1267.81,3918.61,91079.01,38475.02,17448.66,26254.95,6.75
Power Grid,2016-06-30,6034.63,186586.49,189828.87,36316.71,84738.98,5272.11,1532.48,5066.63,104025.58,42003.9,18001.83,26461.74,6.25
Power Grid,2016-09-30,6417.88,189583.23,191702.9,36095.51,84222.86,5606.94,1554.49,5388.4,93154.87,42876.39,18179.55,26560.21,6.25
Power Grid,2016-12-31,6874.32,194562.4,197596.9,36253.14,84590.66,6005.7,1522.47,5771.63,108918.63,44196.88,18738.49,27496.38,6.25
Power Grid,2017-03-31,6662.12,197738.86,199837.77,36075.3,84175.7,5820.31,1533.03,5593.46,96980.87,45107.77,18951.0,27671.79,6.25
Power Grid,2017-06-30,7040.53,200046.48,197053.43,38860.64,90674.84,6102.0,1801.91,5337.87,121757.06,44823.62,26463.36,33958.11,6.0
Power Grid,2017-09-30,7415.28,209028.8,207559.99,39173.69,91405.27,6426.79,1856.41,5621.98,116280.6,46405.91,27874.35,36056.83,6.0
Power Grid,2017-12-31,7907.39,219522.18,221124.98,39738.94,92724.2,6853.3,1838.55,5995.08,114450.85,48314.35,29696.06,38967.6,6.0
Power Grid,2018-03-31,7829.46,227775.04,230222.08,39874.73,93041.04,6785.76,1814.59,5936.0,108134.49,49722.5,30917.76,40709.36,6.0
Power Grid,2018-06-30,8156.63,232017.85,233181.0,44132.94,102976.87,6263.06,2160.95,5414.1,131664.88,50067.47,33663.16,39708.2,6.25
Power Grid,2018-09-30,8444.49,232877.97,229440.45,43264.6,100950.74,6484.09,2145.8,5605.17,128805.83,50408.91,33123.16,38302.47,6.25
Power Grid,2018-12-31,9395.94,244138.9,246425.52,44324.09,103422.88,7214.66,2144.5,6236.72,123442.06,53002.39,35575.21,42145.35,6.25
Power Grid,2019-03-31,9191.13,245717.32,244065.82,43617.66,101774.53,7057.4,2221.72,6100.77,125955.32,53495.02,35234.55,41076.5,6.25
Power Grid,2019-06-30,8427.81,247291.54,244903.61,44051.48,102786.78,7343.08,2337.46,6863.67,131140.34,54473.06,37165.24,41299.55,5.15
Power Grid,2019-09-30,9320.17,252510.85,252997.14,44566.66,103988.88,8120.58,2370.25,7590.42,134472.16,56599.59,38393.47,43163.38,5.15
Power Grid,2019-12-31,9786.49,259082.21,263904.27,45308.89,105720.73,8526.88,2392.83,7970.19,131652.49,59056.48,40048.68,45774.07,5.15
Power Grid,2020-03-31,10139.87,257327.25,257985.18,44594.73,104054.37,8834.78,2384.56,8257.99,141863.04,59616.04,39150.43,44042.1,5.15
Power Grid,2020-06-30,8881.64,257465.33,258504.58,43143.05,100667.11,7820.96,2000.39,6587.97,154836.57,60092.79,46158.35,43177.82,4.0
Power Grid,2020-09-30,9954.95,252534.0,248930.66,42356.48,98831.78,8766.08,2026.15,7384.09,164337.83,60591.72,44448.84,40820.65,4.0
Power Grid,2020-12-31,10276.48,257974.15,260015.58,43309.63,101055.81,9049.22,2035.82,7622.59,169054.52,63585.62,46428.16,43597.89,4.0
Power Grid,2021-03-31,10587.92,257545.35,259395.89,43278.35,100982.82,9323.46,2048.1,7853.6,170215.25,65168.92,46317.51,43462.57,4.0
Power Grid,2021-06-30,9455.78,252196.83,249896.34,40040.2,93427.13,8139.04,1968.91,5934.91,169913.09,63492.1,42357.4,39476.6,4.0
Power Grid,2021-09-30,10296.41,254276.06,255226.66,40559.87,94639.69,8862.6,2019.75,6462.53,164171.93,66054.42,43260.89,40841.93,4.0
Power Grid,2021-12-31,11075.75,253804.19,255479.86,40675.59,94909.71,9533.42,1994.82,6951.68,179555.92,67986.12,43303.81,40999.09,4.0
Power Grid,2022-03-31,10822.68,246878.78,242873.6,39753.24,92757.56,9315.58,1979.63,6792.84,187383.79,68148.18,41167.05,38092.24,4.0
Power Grid,2022-06-30,10746.81,246810.09,242895.03,37395.55,87256.28,9096.16,2422.93,8960.59,196174.34,69220.36,46195.11,38799.22,6.5
Power Grid,2022-09-30,11320.74,246799.12,243030.19,37418.02,87308.71,9581.94,2435.46,9439.13,183355.57,71133.9,46220.82,38844.14,6.5
Power Grid,2022-12-31,12117.31,248005.0,245569.4,37625.13,87791.97,10256.15,2394.68,10103.29,183765.86,73409.93,46703.74,39467.24,6.5
Power Grid,2023-03-31,11993.94,254884.86,259550.6,38693.87,90285.69,10151.74,2442.33,10000.43,201394.93,77430.91,49362.76,42899.15,6.5
Power Grid,2023-06-30,10553.04,250924.08,251414.61,37127.24,86630.22,9033.95,2156.85,8584.14,218927.82,72147.39,50826.39,40340.49,6.5
Power Grid,2023-09-30,11303.73,247963.11,245387.26,36669.87,85563.04,9676.58,2183.49,9194.78,208748.76,73184.53,49607.89,38888.34,6.5
Power Grid,2023-12-31,11900.15,247457.45,244259.28,36575.9,85343.76,10187.15,2157.86,9679.92,240619.15,74917.95,49379.86,38610.38,6.5
Power Grid,2024-03-31,11993.43,254577.57,258382.17,37608.57,87753.34,10267.0,2196.05,9755.8,240913.18,79008.37,52234.96,41995.95,6.5
Power Grid,2024-06-30,10584.43,252863.88,251113.47,39036.89,91086.07,8976.84,2202.19,8372.64,242229.76,76576.07,53804.3,39677.82,6.25
Power Grid,2024-09-30,11153.55,260307.31,262204.34,39595.47,92389.43,9459.52,2190.01,8822.83,242609.58,79771.04,56180.66,42023.09,6.25
Power Grid,2024-12-31,11755.86,258323.06,254482.58,38724.59,90357.39,9970.35,2186.52,9299.28,253139.7,80069.59,54526.17,39888.48,6.25
Power Grid,2025-03-31,12159.9,268716.14,271440.62,39707.55,92650.95,10313.03,2192.45,9618.89,264914.38,84207.2,58159.65,43626.51,6.25
Power Grid,2025-06-30,10748.56,274498.3,275806.81,44633.05,104143.79,8066.54,2131.45,9414.11,265961.47,84755.63,66867.9,43405.46,6.0
Power Grid,2025-09-30,11123.75,279734.13,279096.71,44320.08,103413.52,8348.11,2093.8,9742.71,285246.35,86435.94,67665.52,43615.22,6.0
Power Grid,2025-12-31,12525.0,283243.07,279000.66,43755.96,102097.23,9399.71,2086.34,10969.99,300763.9,87581.43,67642.23,43045.25,6.0
Power Grid,2026-03-31,11978.92,295735.72,296747.89,44573.33,104004.45,8989.89,2110.18,10491.71,281853.57,91505.11,71944.95,46638.61,6.0
Reliance Industries,2014-06-30,85457.39,470979.94,475350.52,50943.7,118868.63,8548.43,843.95,7846.51,554826.63,201239.58,99044.32,111965.88,7.75
Reliance Industries,2014-09-30,89828.12,470789.96,462467.96,49583.07,115693.82,8985.64,817.59,8247.82,578205.73,201158.41,96360.1,106022.07,7.75
Reliance Industries,2014-12-31,98868.86,482441.37,473189.78,49507.35,115517.16,9890.0,835.9,9077.92,587271.31,206136.81,98594.1,108314.43,7.75
Reliance Industries,2015-03-31,100232.85,498065.41,491726.53,49832.9,116276.77,10026.44,819.46,9203.16,518536.45,212812.62,102456.43,113297.69,7.75
Reliance Industries,2015-06-30,61957.72,526676.12,525242.4,58255.18,135928.76,9496.76,923.66,8667.8,591314.69,210886.76,88892.68,151046.79,6.75
Reliance Industries,2015-09-30,67231.03,547154.2,542605.05,57928.53,135166.57,10305.04,909.44,9405.53,598668.66,215371.94,91831.16,155164.9,6.75
Reliance Industries,2015-12-31,71364.44,568457.31,561628.41,57712.47,134662.42,10938.6,933.28,9983.79,613142.41,220215.18,95050.69,160005.85,6.75
Reliance Industries,2016-03-31,71949.79,601573.76,604161.61,58665.49,136886.13,11028.33,906.01,10065.68,579500.1,229591.42,102249.06,174965.71,6.75
Reliance Industries,2016-06-30,68085.0,637606.71,649482.32,66457.66,155067.87,10372.66,979.53,11099.09,718967.24,245686.05,92386.48,211182.42,6.25
Reliance Industries,2016-09-30,73595.72,657710.93,662557.81,65723.29,153354.35,11212.21,946.76,11997.43,678598.24,249537.97,94246.43,213053.4,6.25
Reliance Industries,2016-12-31,77978.52,667188.9,654762.87,64027.39,149397.25,11879.93,962.06,12711.91,730030.98,249496.33,93137.62,205113.97,6.25
Reliance Industries,2017-03-31,78633.14,701478.68,696195.45,64751.12,151085.95,11979.66,968.51,12818.62,687359.01,258786.15,99031.26,220558.53,6.25
Reliance Industries,2017-06-30,90141.22,746686.46,760711.76,73304.42,171043.64,14833.91,1987.62,16481.63,801159.08,271011.87,128934.29,265497.85,6.0
Reliance Industries,2017-09-30,98276.6,762009.89,764993.92,72234.67,168547.56,16172.69,2044.79,17969.13,819176.06,274274.67,129660.08,263096.09,6.0
Reliance Industries,2017-12-31,100058.02,770872.56,756849.69,70644.01,164836.03,16465.85,1988.52,18294.84,745932.1,275293.77,128279.7,254563.26,6.0
Reliance Industries,2018-03-31,101905.79,821940.83,832748.95,72899.04,170097.77,16769.92,1994.59,18632.7,749790.23,291365.59,141143.99,289032.48,6.0
Reliance Industries,2018-06-30,128999.37,845540.75,833396.22,90988.29,212306.01,19122.8,4130.79,9611.56,901019.87,347532.69,153841.18,249322.01,6.25
Reliance Industries,2018-09-30,135688.13,914300.79,924257.33,93319.48,217745.46,20114.34,4204.06,10109.93,818032.65,366070.18,170613.74,283588.64,6.25
Reliance Industries,2018-12-31,144762.24,958909.94,966844.24,93078.03,217182.08,21459.48,4175.79,10786.03,890955.24,374731.54,178475.09,295887.98,6.25
Reliance Industries,2019-03-31,151616.69,991982.05,986366.07,91791.58,214180.34,22475.58,4053.49,11296.75,806640.06,379027.96,182078.73,297690.2,6.25
Reliance Industries,2019-06-30,140226.03,1031948.53,1024968.35,105819.26,246911.6,20978.48,5533.91,22297.12,895380.19,406844.31,215464.43,313999.03,5.15
Reliance Industries,2019-09-30,144528.45,1090244.45,1100257.52,107518.39,250876.24,21622.14,5468.24,22981.24,983785.16,424549.33,231291.39,342476.08,5.15
Reliance Industries,2019-12-31,160267.14,1104601.18,1087793.31,104918.76,244810.45,23976.72,5500.63,25483.83,995442.21,425186.62,228671.22,330409.63,5.15
Reliance Industries,2020-03-31,159079.02,1175620.56,1188362.74,107694.65,251287.52,23798.97,5520.25,25294.91,961643.55,447626.66,249812.49,370506.91,5.15
Reliance Industries,2020-06-30,107396.9,1179454.38,1157064.52,82099.92,191566.48,18607.04,5281.9,6208.8,1010473.17,629515.98,252460.8,293160.32,4.0
Reliance Industries,2020-09-30,111033.3,1232320.62,1223169.7,83067.15,193823.35,19237.07,5326.15,6419.02,1079589.45,654146.77,266884.34,313560.17,4.0
Reliance Industries,2020-12-31,125398.89,1276211.23,1271636.42,83388.6,194573.41,21725.98,5244.13,7249.52,1122193.03,673959.2,277459.33,327246.14,4.0
Reliance Industries,2021-03-31,120413.79,1308963.33,1297955.02,82984.78,193631.16,20862.29,5207.62,6961.33,1019672.46,687892.8,283201.81,332401.51,4.0
Reliance Industries,2021-06-30,163894.08,1371986.52,1379307.64,96258.32,224602.75,25617.5,3690.94,26106.58,1279249.6,718580.1,279846.42,370098.67,4.0
Reliance Industries,2021-09-30,173295.89,1431473.52,1453951.03,97250.86,226918.67,27087.05,3600.29,27604.19,1215085.17,745610.85,294990.75,394149.82,4.0
Reliance Industries,2021-12-31,185715.4,1443397.96,1432890.22,95050.37,221784.2,29028.28,3703.77,29582.48,1132147.36,747917.34,290717.74,379651.25,4.0
Reliance Industries,2022-03-31,179374.97,1517685.36,1536991.21,96965.36,226252.51,28037.24,3635.37,28572.52,1277176.59,782549.45,311838.69,415437.9,4.0
Reliance Industries,2022-06-30,195608.03,1520397.63,1515374.9,135051.57,315120.33,31764.8,4894.85,25674.68,1292251.83,653756.17,331939.61,412274.44,6.5
Reliance Industries,2022-09-30,209819.74,1579752.3,1607739.8,137899.76,321766.1,34072.64,4860.97,27540.04,1314126.91,685585.36,352171.95,446628.0,6.5
Reliance Industries,2022-12-31,230313.32,1570453.48,1561886.95,134760.08,314440.18,37400.59,4932.48,30229.94,1454467.24,687607.01,342127.98,424011.4,6.5
Reliance Industries,2023-03-31,236437.22,1605705.26,1605528.53,135484.29,316130.0,38395.05,4844.17,31033.74,1309296.28,709027.96,351687.57,438201.28,6.5
Reliance Industries,2023-06-30,204110.0,1650374.83,1657607.72,105676.82,246579.24,36892.05,5672.44,36049.77,1515317.62,730900.62,387743.04,579462.17,6.5
Reliance Industries,2023-09-30,214337.43,1707908.06,1735799.29,106933.94,249512.52,38740.62,5728.33,37856.13,1451551.99,759584.43,406033.39,614014.57,6.5
Reliance Industries,2023-12-31,230970.01,1751125.67,1785143.07,107259.62,250272.45,41746.89,5777.06,40793.76,1452156.25,781947.8,417575.76,633392.47,6.5
Reliance Industries,2024-03-31,238435.68,1736629.65,1718404.6,104111.51,242926.87,43096.28,5839.98,42112.35,1569975.9,778458.82,401964.48,591817.49,6.5
Reliance Industries,2024-06-30,219691.85,1813348.23,1823033.66,112893.68,263418.59,37785.39,6099.36,40775.63,1706138.84,771541.96,416630.12,688283.25,6.25
Reliance Industries,2024-09-30,230092.09,1839101.16,1825917.02,111488.89,260140.74,39574.16,6148.62,42705.95,1611340.74,782534.26,417289.07,680793.64,6.25
Reliance Industries,2024-12-31,245776.37,1914549.08,1928147.3,113091.48,263880.11,42271.74,6089.31,45617.02,1565216.7,814671.76,440652.45,729244.15,6.25
Reliance Industries,2025-03-31,252923.63,1961034.81,1972422.37,112945.98,263540.62,43501.02,6000.87,46943.57,1608042.32,834485.81,450770.92,745029.68,6.25
Reliance Industries,2025-06-30,245611.32,2041726.19,2077393.51,123000.43,287001.0,41656.78,6734.6,44692.2,1789806.37,838100.22,540667.09,845022.79,6.0
Reliance Industries,2025-09-30,256199.46,2098685.91,2134337.85,122942.22,286865.19,43452.57,6660.65,46618.85,2014711.16,860344.28,555487.55,867775.26,6.0
Reliance Industries,2025-12-31,273117.17,2147495.65,2174744.98,122422.54,285652.6,46321.89,6808.54,49697.25,1916781.05,879252.49,566004.0,880466.34,6.0
Reliance Industries,2026-03-31,277635.3,2142104.5,2107239.85,118921.03,277482.4,47088.19,6695.39,50519.38,2020753.59,876004.35,548434.96,828734.97,6.0
SBI,2014-06-30,48157.39,2471292.21,2446119.54,240450.05,561050.12,7223.61,33432.13,6089.2,197668.89,147079.35,1823676.79,215418.62,7.75
SBI,2014-09-30,51334.31,2586670.08,2609334.06,245052.95,571790.23,7700.15,33102.54,6490.9,194701.14,153946.08,1945359.54,234191.06,7.75
SBI,2014-12-31,53244.67,2648911.19,2666253.21,244514.88,570534.72,7986.7,33262.85,6732.45,215298.02,157650.37,1987794.97,238774.19,7.75
SBI,2015-03-31,54300.61,2648544.51,2598877.22,238369.01,556194.35,8145.09,32915.11,6865.97,193578.81,157628.55,1937563.56,226890.46,7.75
SBI,2015-06-30,52699.26,2792045.12,2791639.29,276468.7,645093.63,7904.89,35120.08,3457.9,228873.52,166305.62,2043304.62,251177.5,6.75
SBI,2015-09-30,54609.68,2840330.78,2795635.13,272157.73,635034.7,8191.45,36149.28,3583.26,210060.31,168137.08,2046229.32,247614.81,6.75
SBI,2015-12-31,57031.71,3001481.26,3024100.71,278592.69,650049.6,8554.76,35755.3,3742.18,223031.07,176641.83,2213451.78,274183.57,6.75
SBI,2016-03-31,55948.54,3109117.07,3146353.83,279820.54,652914.58,8392.28,36218.22,3671.11,232402.22,181969.59,2302933.38,286525.06,6.75
SBI,2016-06-30,53982.92,3147081.82,3129580.76,308035.82,718750.25,8097.44,37413.3,18132.59,235931.7,199052.25,2148298.76,260774.67,6.25
SBI,2016-09-30,59054.28,3315698.15,3375412.2,315336.99,735786.31,8858.14,36737.19,19836.04,250246.28,209277.56,2317049.59,287925.26,6.25
SBI,2016-12-31,57653.81,3399366.05,3450077.22,314379.32,733551.76,8648.07,37341.23,19365.63,261806.19,214132.57,2368303.35,293400.48,6.25
SBI,2017-03-31,60431.58,3468230.79,3494905.17,312140.77,728328.47,9064.74,37515.52,20298.67,266530.44,218059.31,2399075.47,295096.41,6.25
SBI,2017-06-30,53563.59,3446561.55,3408126.8,321849.89,750983.07,8034.54,36635.25,-22576.38,304777.88,209855.21,2252035.63,274776.87,6.0
SBI,2017-09-30,58767.64,3558119.31,3587377.75,328155.93,765697.17,8815.15,35975.54,-24769.83,301954.33,219749.82,2370481.79,294895.69,6.0
SBI,2017-12-31,57268.33,3632147.0,3692511.59,330888.83,772073.93,8590.25,36750.36,-24137.89,261636.34,227410.95,2439952.55,306065.96,6.0
SBI,2018-03-31,59658.17,3677831.12,3740265.42,331004.8,772344.53,8948.72,36353.66,-25145.17,304026.54,233323.75,2471507.52,310132.86,6.0
SBI,2018-06-30,61767.71,3737801.29,3791931.03,355029.44,828402.02,9265.16,38926.56,7206.66,334100.4,219212.02,2660753.75,296468.79,6.25
SBI,2018-09-30,62643.11,3682955.28,3614748.07,343480.22,801453.85,9396.47,39479.42,7308.8,321521.78,217812.91,2536426.54,273422.31,6.25
SBI,2018-12-31,63550.67,3755805.5,3692250.24,344039.4,802758.6,9532.6,38375.34,7414.69,326589.05,223908.75,2590808.9,279739.3,6.25
SBI,2019-03-31,64603.71,3820856.22,3754427.78,343877.06,802379.81,9690.56,39317.09,7537.55,307286.48,229541.64,2634438.16,284315.9,6.25
SBI,2019-06-30,64241.71,3936965.45,3908422.85,375034.92,875081.48,9636.26,40749.42,5696.6,361785.2,229727.73,2727406.66,313702.51,5.15
SBI,2019-09-30,69025.35,3999787.49,3957063.28,373738.5,872056.51,10353.8,40467.68,6120.79,327655.01,235121.01,2761349.31,316508.65,5.15
SBI,2019-12-31,70340.3,4181983.78,4244663.63,383435.84,894683.62,10551.05,39509.65,6237.39,356283.76,247569.6,2962044.87,348321.86,5.15
SBI,2020-03-31,71317.46,4281088.86,4366356.87,385298.0,899028.66,10697.62,40762.41,6324.04,346170.77,255150.69,3046965.81,360048.27,5.15
SBI,2020-06-30,67111.22,4356008.95,4352502.47,435754.3,1016760.02,10066.68,38849.5,21698.12,405302.0,253864.31,2882255.65,377786.24,4.0
SBI,2020-09-30,71087.63,4570070.97,4619112.11,440785.17,1028498.73,10663.14,39757.72,22983.76,391972.73,263735.63,3058806.3,405556.07,4.0
SBI,2020-12-31,70584.69,4634644.4,4586217.39,431548.52,1006946.55,10587.7,39373.15,22821.15,372443.72,265004.03,3037023.21,394230.03,4.0
SBI,2021-03-31,70989.94,4806134.5,4766975.68,432552.11,1009288.25,10648.49,38670.57,22952.18,380269.09,272431.09,3156722.53,410720.9,4.0
SBI,2021-06-30,66976.46,5071476.4,5170415.3,491891.65,1147747.19,10046.47,38295.45,13326.09,439721.69,287342.26,3417439.7,510049.92,4.0
SBI,2021-09-30,71990.12,5045733.71,4988869.07,477041.56,1113096.97,10798.52,39329.1,14323.64,476890.0,286199.02,3297444.83,477283.17,4.0
SBI,2021-12-31,75213.51,5214813.35,5197621.31,480888.4,1122072.93,11282.03,38407.18,14964.99,471847.55,296099.2,3435421.8,501264.25,4.0
SBI,2022-03-31,76660.48,5385197.38,5409627.09,484667.76,1130891.45,11499.07,38997.58,15252.89,421162.79,306078.24,3575549.22,525810.51,4.0
SBI,2022-06-30,85781.31,5606827.27,5706120.09,545387.7,1272571.3,12867.2,46985.48,-21030.35,510175.91,337051.14,3828757.26,590815.58,6.5
SBI,2022-09-30,88278.23,5596695.5,5536401.14,530124.02,1236956.04,13241.74,47519.36,-21642.5,472459.19,336472.68,3714877.31,557199.5,6.5
SBI,2022-12-31,87965.06,5870961.79,5936618.98,541890.49,1264411.15,13194.76,46899.54,-21565.73,486298.25,352992.01,3983420.03,610740.05,6.5
SBI,2023-03-31,87945.85,6045823.82,6138635.89,544124.14,1269623.0,13191.88,48386.46,-21561.01,532346.32,363535.41,4118971.63,634126.0,6.5
SBI,2023-06-30,107404.74,6123728.9,6098313.47,603522.79,1408219.84,16110.71,64086.99,5290.16,581092.72,381403.93,4145167.7,642738.07,6.5
SBI,2023-09-30,111088.6,6424232.39,6505391.81,613694.32,1431953.4,16663.29,64035.04,5471.6,533432.19,398313.9,4421868.47,697198.05,6.5
SBI,2023-12-31,110137.36,6563229.82,6587629.27,608291.05,1419345.77,16520.6,65030.04,5424.75,565186.27,405196.6,4477767.21,699795.56,6.5
SBI,2024-03-31,110319.21,6670620.32,6608076.59,600355.83,1400830.27,16547.88,65914.4,5433.71,524956.69,410164.9,4491665.74,692810.41,6.5
SBI,2024-06-30,119165.5,6978388.91,7079471.6,667770.31,1558130.73,17874.83,76607.0,11054.42,655951.61,456196.91,4898287.57,761964.29,6.25
SBI,2024-09-30,123720.01,6907707.05,6793588.07,647361.3,1510509.69,18558.0,75388.8,11476.92,615845.32,454207.01,4700484.71,708847.16,6.25
SBI,2024-12-31,124074.75,7232802.1,7297440.24,664118.22,1549609.19,18611.21,74512.75,11509.82,624587.57,478226.36,5049100.11,781128.73,6.25
SBI,2025-03-31,123081.88,7367342.2,7421347.41,663060.8,1547141.86,18462.28,74393.66,11417.72,582613.09,489707.61,5134831.5,793127.08,6.25
SBI,2025-06-30,124873.67,7559716.54,7553846.14,748324.29,1746090.0,18731.05,78735.96,9238.7,710349.67,550139.86,5357592.54,820587.16,6.0
SBI,2025-09-30,131241.08,7873118.32,7929180.01,754238.53,1759889.91,19686.16,78271.84,9709.79,707361.98,569473.95,5623799.43,868167.92,6.0
SBI,2025-12-31,129472.45,8165315.46,8262458.56,757815.6,1768236.41,19420.87,79943.95,9578.94,717746.61,587231.98,5860178.44,908949.13,6.0
SBI,2026-03-31,135384.38,8390529.0,8460460.02,755147.61,1762011.09,20307.66,79908.25,10016.33,737745.49,600168.77,6000611.69,927454.41,6.0
Sun Pharma,2014-06-30,6440.22,45127.37,45186.04,2702.31,6305.39,1855.98,145.51,1320.4,107914.29,23554.26,29014.85,13083.22,7.75
Sun Pharma,2014-09-30,6753.58,45985.44,45686.0,2681.23,6256.19,1946.29,142.53,1384.64,108419.28,24002.13,29335.88,13124.78,7.75
Sun Pharma,2014-12-31,7273.27,47299.44,47094.84,2687.13,6269.96,2096.06,143.05,1491.19,122270.25,24687.97,30240.52,13559.28,7.75
Sun Pharma,2015-03-31,7062.83,48565.67,48408.84,2690.09,6276.87,2035.41,144.8,1448.05,106124.66,25348.88,31084.27,13952.95,7.75
Sun Pharma,2015-06-30,6667.1,50347.35,50295.5,2546.47,5941.77,1913.04,128.5,1564.79,130039.65,30255.16,32258.16,12643.42,6.75
Sun Pharma,2015-09-30,7033.09,51561.56,51052.69,2523.94,5889.2,2018.06,131.74,1650.69,118691.78,30797.92,32743.8,12720.2,6.75
Sun Pharma,2015-12-31,7578.09,54474.43,55206.82,2583.37,6027.87,2174.44,130.94,1778.6,135411.92,32352.65,35408.14,14079.12,6.75
Sun Pharma,2016-03-31,7631.88,55059.13,54692.72,2532.14,5908.32,2189.87,130.67,1791.23,134797.23,32524.11,35078.41,13671.38,6.75
Sun Pharma,2016-06-30,7241.72,57651.89,58470.48,2991.48,6980.12,2316.67,98.73,1624.1,153073.13,34148.08,37733.3,14194.51,6.25
Sun Pharma,2016-09-30,7720.97,58000.08,57739.84,2936.37,6851.52,2469.99,98.3,1731.58,151249.37,34424.84,37261.78,13758.88,6.25
Sun Pharma,2016-12-31,8489.05,58644.56,57628.77,2898.51,6763.19,2715.7,98.81,1903.84,152952.9,34875.28,37190.11,13555.38,6.25
Sun Pharma,2017-03-31,8234.22,62238.86,63404.13,3004.82,7011.26,2634.18,100.17,1846.69,134240.74,37081.5,40917.18,15460.87,6.25
Sun Pharma,2017-06-30,6146.69,61587.18,61280.4,3099.98,7233.29,1306.66,127.29,906.61,169406.45,35043.02,34155.65,14792.14,6.0
Sun Pharma,2017-09-30,6463.9,62844.11,62992.57,3122.86,7286.67,1374.09,132.08,953.39,156930.6,36255.75,35109.96,15317.66,6.0
Sun Pharma,2017-12-31,6836.59,63172.75,62850.66,3099.62,7232.44,1453.31,128.73,1008.36,150405.18,36932.88,35030.86,15169.39,6.0
Sun Pharma,2018-03-31,6898.95,64869.85,65447.81,3143.26,7334.27,1466.57,129.31,1017.56,165604.52,38413.22,36478.42,16018.64,6.0
Sun Pharma,2018-06-30,6768.92,63643.3,62924.55,3118.58,7276.68,1485.08,136.02,511.41,185620.5,37651.26,32576.78,12200.06,6.25
Sun Pharma,2018-09-30,7114.33,65228.41,66022.88,3192.62,7449.44,1560.86,136.0,537.5,188837.62,39586.91,34180.82,13104.68,6.25
Sun Pharma,2018-12-31,7651.99,65204.54,65899.66,3187.83,7438.26,1678.83,136.34,578.12,183363.22,40567.69,34117.02,13060.59,6.25
Sun Pharma,2019-03-31,7758.9,65372.84,66165.16,3192.43,7449.0,1702.28,140.15,586.2,181461.03,41667.97,34254.48,13132.14,6.25
Sun Pharma,2019-06-30,7389.75,65806.6,66123.72,2506.52,5848.55,1571.43,76.27,1475.11,210507.36,41848.83,32952.29,14239.6,5.15
Sun Pharma,2019-09-30,7885.96,67428.8,68481.8,2533.46,5911.4,1676.95,74.83,1574.17,210757.83,43441.72,34127.42,14905.88,5.15
Sun Pharma,2019-12-31,8831.11,67554.51,67817.05,2504.19,5843.12,1877.94,76.53,1762.83,207650.11,44069.98,33796.15,14590.7,5.15
Sun Pharma,2020-03-31,8821.23,68555.13,68918.18,2507.71,5851.32,1875.83,75.99,1760.86,191513.91,45263.44,34344.89,14848.42,5.15
Sun Pharma,2020-06-30,7692.48,67427.5,66809.71,1150.07,2683.49,1945.05,35.56,1416.88,216158.01,42364.53,34470.89,16926.77,4.0
Sun Pharma,2020-09-30,8115.33,67133.61,66368.05,1147.46,2677.42,2051.97,34.89,1494.76,224241.68,43411.1,34243.02,16776.84,4.0
Sun Pharma,2020-12-31,9008.4,66919.08,66083.71,1146.21,2674.49,2277.78,35.26,1659.26,211608.33,44504.84,34096.31,16686.72,4.0
Sun Pharma,2021-03-31,8896.72,68492.51,69374.23,1175.64,2743.16,2249.54,35.08,1638.69,232763.43,46818.04,35794.08,17967.41,4.0
Sun Pharma,2021-06-30,9048.44,68684.95,69213.44,389.98,909.95,2401.28,31.46,2103.28,244610.89,44528.17,32709.14,20465.19,4.0
Sun Pharma,2021-09-30,9719.71,68216.77,67737.92,384.28,896.66,2579.42,31.92,2259.32,244832.55,45063.89,32011.83,19736.46,4.0
Sun Pharma,2021-12-31,9958.51,68458.48,67688.23,382.65,892.84,2642.79,32.0,2314.82,258083.52,46052.67,31988.35,19637.93,4.0
Sun Pharma,2022-03-31,10003.38,70655.01,71545.09,391.88,914.38,2654.7,31.96,2325.26,265515.4,48372.8,33811.04,21257.56,4.0
Sun Pharma,2022-06-30,10251.76,71316.15,70141.96,2031.79,4740.84,2721.44,42.46,1158.42,293775.0,50724.24,32023.26,15240.72,6.5
Sun Pharma,2022-09-30,10667.14,73832.87,72448.21,2027.06,4729.8,2831.7,42.88,1205.36,273759.86,51973.9,33076.17,15705.19,6.5
Sun Pharma,2022-12-31,11197.75,77177.62,76385.46,2044.6,4770.72,2972.56,43.65,1265.32,287324.03,53803.16,34873.72,16701.97,6.5
